21/07/2026 19:15:29, -15820517, -47995648, 59:5e:17:22:fe:c2, , -96, 12
21/07/2026 19:15:32, -15820334, -47995814, 52:c5:75:27:55:ac, , -97, 12
21/07/2026 19:15:32, -15820334, -47995814, 41:42:00:00:00:41, , -98, 
21/07/2026 19:15:32, -15820334, -47995814, 4e:bd:96:2e:30:c9, , -97, 0
21/07/2026 19:16:07, -15818305, -47997430, 53:74:55:59:11:e1, , -92, 0
21/07/2026 19:17:26, -15812127, -47999384, 6e:8d:e9:9f:7c:a7, , -93, 12
21/07/2026 19:17:26, -15812127, -47999384, f2:2e:fa:80:e7:b2, , -94, 
21/07/2026 19:18:05, -15813510, -48003026, 0a:ed:ea:34:e6:62, , -93, 
21/07/2026 19:18:05, -15813510, -48003026, 12:c7:07:00:15:c9, , -86, 
21/07/2026 19:18:05, -15813510, -48003026, db:2d:35:6d:10:4e, BYD BLE3, -89, 
21/07/2026 19:18:06, -15813524, -48003064, 4d:8e:67:f4:22:a9, , -95, 0
21/07/2026 19:18:07, -15813539, -48003111, 1e:80:c0:50:11:98, , -89, 
21/07/2026 19:18:07, -15813539, -48003111, 50:bd:6f:0b:a9:fb, , -98, 
21/07/2026 19:18:09, -15813582, -48003231, 77:19:57:a8:70:a4, , -98, 
21/07/2026 19:18:48, -15814304, -48005210, 41:cc:d4:e6:1a:18, , -98, 7
21/07/2026 19:18:48, -15814304, -48005210, 4e:6f:8e:a6:d6:de, , -95, 12
21/07/2026 19:19:25, -15815698, -48009277, cb:40:33:fd:08:3d, , -79, 
21/07/2026 19:19:25, -15815698, -48009277, cd:98:18:fe:d3:9c, BYD BLE3, -86, 
21/07/2026 19:19:26, -15815733, -48009382, 47:78:fc:8b:17:ae, , -96, 0
21/07/2026 19:19:26, -15815733, -48009382, 3f:64:f1:14:1e:e6, , -92, 
21/07/2026 19:19:27, -15815768, -48009485, 64:83:34:31:3c:ac, , -92, 0
21/07/2026 19:19:27, -15815768, -48009485, 5b:b5:73:f6:87:f1, , -95, 
21/07/2026 19:19:27, -15815768, -48009485, 7d:d0:1d:40:26:2e, , -94, 0
21/07/2026 19:19:27, -15815768, -48009485, 68:9e:0b:4c:97:75, , -94, 12
21/07/2026 19:20:02, -15816913, -48012819, 38:50:7d:be:18:7e, , -93, 
21/07/2026 19:20:02, -15816913, -48012819, 40:0d:c6:98:51:d1, , -90, 7
21/07/2026 19:20:03, -15816953, -48012921, 79:a4:b3:fe:f2:38, , -97, 8
21/07/2026 19:20:07, -15817097, -48013317, d8:34:1c:02:4c:a3, net, -87, 
