data_hora, lat, lon, sat, hdop, kmh, direcao, umidade, temp_dht, ac_x, ac_y, ac_z, gy_x, gy_y, gy_z
20/07/2026 15:56:49, -15806072, -47931459, 10, 0.79, 1.50, NNW, 22.8, 37.1, 2.49, 0.29, 10.93, -0.09, -0.02, -0.02
20/07/2026 15:57:20, -15806054, -47931457, 8, 0.92, 0.26, NNW, 22.8, 37.0, 2.50, 0.28, 10.93, -0.09, -0.02, -0.02
20/07/2026 15:57:50, -15806111, -47931475, 10, 0.84, 0.13, NNW, 22.8, 37.0, 2.50, 0.29, 10.93, -0.09, -0.02, -0.02
20/07/2026 15:58:21, -15806070, -47931454, 10, 0.84, 0.11, NNW, 22.8, 37.1, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 15:58:52, -15806038, -47931456, 10, 0.86, 0.09, NNW, 22.8, 37.0, 2.49, 0.29, 10.91, -0.08, -0.02, -0.02
20/07/2026 15:59:22, -15806034, -47931451, 10, 0.86, 0.09, NNW, 22.9, 37.1, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 15:59:53, -15806018, -47931446, 10, 0.86, 0.15, NNW, 22.9, 37.0, 2.50, 0.29, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:00:24, -15806006, -47931450, 9, 0.92, 0.33, NNW, 22.9, 37.0, 2.50, 0.28, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:00:55, -15806028, -47931451, 10, 0.86, 0.06, NNW, 22.9, 37.0, 2.50, 0.29, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:01:25, -15806029, -47931472, 9, 0.91, 0.19, NNW, 22.9, 37.0, 2.49, 0.29, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:01:56, -15806025, -47931454, 10, 0.80, 0.19, NNW, 23.0, 37.0, 2.50, 0.29, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:02:27, -15806027, -47931436, 9, 0.86, 0.17, NNW, 23.0, 37.0, 2.51, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:02:57, -15805995, -47931426, 9, 1.26, 0.19, NNW, 23.0, 37.1, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:03:28, -15805976, -47931403, 8, 1.30, 0.57, NNW, 23.0, 37.0, 2.51, 0.28, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:03:59, -15805935, -47931390, 10, 1.27, 0.41, NNW, 23.0, 37.0, 2.50, 0.27, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:04:29, -15805929, -47931432, 10, 1.28, 0.22, NNW, 22.6, 36.9, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:05:00, -15805917, -47931454, 10, 1.28, 0.30, NNW, 22.7, 36.9, 2.50, 0.29, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:05:31, -15805954, -47931425, 8, 1.29, 0.24, NNW, 22.7, 36.9, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:06:02, -15806127, -47931456, 8, 0.98, 0.48, NNW, 23.0, 37.0, 2.50, 0.30, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:06:32, -15806155, -47931455, 9, 1.30, 0.43, NNW, 22.6, 36.9, 2.50, 0.28, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:07:03, -15806125, -47931463, 10, 0.80, 0.69, NNW, 22.7, 36.9, 2.50, 0.28, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:07:34, -15806031, -47931436, 10, 0.90, 0.57, NNW, 22.7, 36.8, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:08:04, -15805966, -47931427, 10, 0.80, 0.46, NNW, 22.6, 36.9, 2.49, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:08:35, -15805969, -47931428, 9, 0.95, 0.28, NNW, 22.7, 36.9, 2.49, 0.28, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:09:06, -15805999, -47931437, 10, 0.87, 0.20, NNW, 22.7, 36.8, 2.50, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:09:37, -15805958, -47931392, 10, 0.87, 0.17, NNW, 22.7, 36.8, 2.51, 0.29, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:10:07, -15805973, -47931418, 8, 0.94, 1.70, NNW, 22.7, 36.7, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:10:38, -15805936, -47931409, 9, 0.90, 0.24, NNW, 22.6, 36.7, 2.50, 0.29, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:11:09, -15805904, -47931384, 9, 1.41, 0.20, NNW, 22.7, 36.8, 2.49, 0.30, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:11:39, -15805929, -47931361, 10, 0.81, 0.85, NNW, 22.7, 36.7, 2.50, 0.30, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:12:10, -15805982, -47931379, 10, 0.91, 0.33, NNW, 22.8, 36.7, 2.51, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:12:41, -15805991, -47931418, 8, 0.87, 0.26, NNW, 22.7, 36.7, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:13:12, -15806041, -47931428, 9, 0.91, 0.28, NNW, 22.8, 36.7, 2.50, 0.29, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:13:42, -15806094, -47931427, 8, 1.01, 0.98, NNW, 22.7, 36.7, 2.51, 0.29, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:14:13, -15806100, -47931461, 8, 0.99, 0.17, NNW, 22.7, 36.6, 2.50, 0.30, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:14:44, -15806091, -47931422, 7, 0.95, 0.76, NNW, 22.7, 36.6, 2.50, 0.28, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:15:14, -15806087, -47931476, 10, 0.95, 0.20, NNW, 22.8, 36.6, 2.51, 0.30, 10.94, -0.09, -0.02, -0.02
20/07/2026 16:15:45, -15806030, -47931460, 8, 0.96, 0.48, NNW, 22.9, 36.6, 2.50, 0.29, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:16:16, -15805996, -47931449, 9, 0.96, 0.24, NNW, 22.9, 36.6, 2.51, 0.30, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:16:46, -15805987, -47931403, 9, 0.96, 1.17, NNW, 22.8, 36.5, 2.50, 0.30, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:17:17, -15806154, -47931455, 8, 0.96, 0.46, NNW, 22.9, 36.5, 2.50, 0.30, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:17:48, -15806081, -47931466, 9, 0.96, 0.35, NNW, 22.9, 36.5, 2.50, 0.29, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:18:19, -15806021, -47931411, 8, 0.96, 0.33, NNW, 22.8, 36.4, 2.51, 0.29, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:18:49, -15806035, -47931431, 8, 0.96, 0.22, NNW, 22.9, 36.5, 2.50, 0.30, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:19:20, -15805986, -47931418, 9, 0.96, 1.24, NNW, 22.9, 36.4, 2.50, 0.30, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:19:31, -15805942, -47931395, 9, 0.96, 2.06, NNW, 22.7, 36.4, 2.50, 0.30, 10.90, -0.09, -0.02, -0.02
20/07/2026 16:20:01, -15806016, -47931425, 9, 0.91, 0.70, NNW, 22.7, 36.4, 2.51, 0.28, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:20:32, -15805974, -47931409, 9, 0.96, 0.52, NNW, 22.8, 36.4, 2.50, 0.30, 10.93, -0.09, -0.02, -0.02
20/07/2026 16:21:03, -15805956, -47931412, 9, 0.96, 2.02, NNW, 22.9, 36.4, 2.50, 0.29, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:21:34, -15806060, -47931428, 8, 1.50, 0.80, NNW, 22.9, 36.3, 2.51, 0.29, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:22:05, -15805969, -47931423, 8, 1.50, 0.30, NNW, 22.9, 36.3, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:22:35, -15805888, -47931392, 8, 0.96, 0.89, NNW, 22.9, 36.3, 2.50, 0.29, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:23:06, -15806019, -47931488, 9, 0.96, 0.20, NNW, 22.9, 36.3, 2.51, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:23:37, -15806052, -47931482, 8, 0.96, 0.50, NNW, 22.9, 36.3, 2.50, 0.30, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:24:08, -15806053, -47931437, 9, 0.92, 1.06, NNW, 22.8, 36.3, 2.50, 0.30, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:24:39, -15806002, -47931456, 7, 1.01, 0.44, NNW, 22.9, 36.3, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:25:09, -15805963, -47931423, 8, 1.52, 0.37, NNW, 22.7, 36.3, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:25:40, -15806007, -47931389, 9, 1.24, 0.28, NNW, 22.8, 36.2, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:26:11, -15805950, -47931377, 9, 0.96, 0.33, NNW, 22.8, 36.2, 2.50, 0.31, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:26:40, -15805853, -47931338, 9, 0.96, 2.02, N, 22.9, 36.2, 2.51, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:27:10, -15805831, -47931318, 8, 1.02, 0.09, N, 22.9, 36.2, 2.51, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:27:41, -15805862, -47931312, 9, 1.23, 0.30, N, 22.9, 36.2, 2.50, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:28:12, -15806055, -47931429, 9, 0.92, 0.20, N, 22.8, 36.2, 2.51, 0.31, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:28:43, -15806051, -47931396, 9, 0.96, 0.19, N, 22.7, 36.1, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:29:14, -15805963, -47931359, 7, 1.02, 0.39, N, 22.7, 36.1, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:29:44, -15805927, -47931342, 8, 1.02, 0.04, N, 22.7, 36.1, 2.50, 0.29, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:30:15, -15806032, -47931429, 8, 0.98, 0.52, N, 22.7, 36.1, 2.50, 0.29, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:30:46, -15806154, -47931522, 9, 0.92, 0.31, N, 22.7, 36.1, 2.51, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:31:17, -15806105, -47931489, 9, 0.92, 0.06, N, 22.7, 36.1, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:31:47, -15806050, -47931464, 8, 1.02, 0.13, N, 22.8, 36.0, 2.50, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:32:18, -15806076, -47931463, 7, 1.29, 0.20, N, 22.8, 36.0, 2.50, 0.32, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:32:49, -15806030, -47931450, 9, 1.02, 0.17, N, 22.5, 35.9, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:33:20, -15806096, -47931512, 8, 1.02, 0.28, N, 22.8, 36.0, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:33:50, -15806092, -47931505, 9, 0.92, 0.50, N, 22.8, 36.0, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:34:21, -15805942, -47931405, 9, 1.71, 0.57, N, 22.8, 36.0, 2.50, 0.32, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:34:52, -15805898, -47931402, 8, 0.92, 0.35, N, 22.6, 35.9, 2.50, 0.30, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:35:22, -15805853, -47931386, 8, 1.29, 0.13, N, 22.5, 35.9, 2.51, 0.30, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:35:53, -15805828, -47931379, 8, 1.29, 0.57, N, 22.6, 35.9, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:36:24, -15805792, -47931377, 7, 1.29, 0.57, N, 22.5, 35.9, 2.51, 0.30, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:36:54, -15805748, -47931362, 8, 0.92, 1.67, N, 22.6, 35.9, 2.50, 0.30, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:37:25, -15805748, -47931380, 8, 1.02, 0.30, N, 22.5, 35.8, 2.51, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:37:56, -15805796, -47931373, 8, 1.54, 0.22, N, 22.4, 35.8, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:38:27, -15805844, -47931366, 9, 1.02, 0.11, N, 22.4, 35.8, 2.51, 0.32, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:38:58, -15805931, -47931333, 8, 1.19, 1.17, N, 22.4, 35.8, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:39:28, -15805823, -47931338, 8, 1.02, 0.09, N, 22.5, 35.8, 2.50, 0.31, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:39:59, -15805798, -47931352, 8, 1.02, 0.43, N, 22.6, 35.8, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:40:30, -15805871, -47931293, 9, 0.88, 0.80, N, 22.7, 35.8, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:40:41, -15805886, -47931272, 10, 1.07, 2.26, N, 22.7, 35.7, 2.50, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:41:11, -15805856, -47931276, 7, 1.27, 1.59, N, 22.7, 35.7, 2.50, 0.30, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:41:40, -15805914, -47931284, 9, 1.32, 2.09, E, 22.7, 35.7, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:42:11, -15805866, -47931320, 9, 1.27, 0.24, E, 22.7, 35.7, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:42:42, -15805802, -47931331, 9, 1.27, 0.22, E, 22.7, 35.7, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:43:12, -15805816, -47931336, 9, 1.27, 0.26, E, 22.8, 35.7, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:43:43, -15805803, -47931336, 9, 1.27, 0.00, E, 22.8, 35.7, 2.51, 0.31, 10.92, -0.09, -0.02, -0.02
20/07/2026 16:44:14, -15805833, -47931328, 9, 1.26, 0.48, E, 22.8, 35.6, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:44:45, -15805892, -47931358, 9, 1.50, 0.89, E, 22.8, 35.6, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:45:16, -15805940, -47931364, 9, 0.92, 0.30, E, 22.8, 35.6, 2.51, 0.30, 10.91, -0.09, -0.02, -0.02
20/07/2026 16:45:46, -15805898, -47931386, 9, 1.02, 0.44, SE, 22.8, 35.6, 2.51, 0.30, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:46:17, -15805901, -47931359, 9, 0.88, 0.33, SE, 22.8, 35.5, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:46:48, -15805861, -47931356, 9, 1.25, 0.07, SE, 22.8, 35.5, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:47:19, -15805835, -47931343, 9, 1.02, 0.20, SE, 22.9, 35.5, 2.50, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:47:49, -15805828, -47931338, 8, 1.02, 0.06, SE, 22.8, 35.5, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:48:20, -15805815, -47931321, 8, 1.25, 0.06, SE, 22.9, 35.5, 2.50, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:48:51, -15805827, -47931311, 8, 1.02, 0.11, SE, 22.8, 35.4, 2.50, 0.31, 10.93, -0.08, -0.02, -0.02
20/07/2026 16:49:01, -15805816, -47931315, 8, 1.25, 2.13, SSE, 22.9, 35.4, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:49:32, -15805823, -47931312, 7, 1.24, 0.06, SSE, 22.9, 35.4, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:50:03, -15805791, -47931322, 7, 1.09, 0.04, SSE, 22.9, 35.4, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:50:34, -15805813, -47931321, 9, 1.02, 0.11, SSE, 22.9, 35.4, 2.51, 0.32, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:51:04, -15805780, -47931361, 9, 1.02, 0.56, SSE, 22.9, 35.4, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:51:35, -15805782, -47931377, 9, 1.02, 1.33, SSE, 23.0, 35.4, 2.50, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:52:06, -15805802, -47931374, 8, 1.04, 0.31, SSE, 22.9, 35.4, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:52:37, -15805874, -47931375, 8, 1.12, 0.17, SSE, 23.0, 35.4, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:53:08, -15805880, -47931396, 8, 1.03, 0.17, SSE, 23.0, 35.3, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:53:39, -15805956, -47931404, 7, 1.23, 0.41, SSE, 23.0, 35.3, 2.52, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:54:09, -15806075, -47931504, 9, 1.09, 0.31, SSE, 23.0, 35.3, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:54:40, -15806105, -47931550, 9, 0.88, 0.35, SSE, 23.0, 35.3, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:55:11, -15806054, -47931548, 9, 1.03, 0.15, SSE, 23.0, 35.3, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:55:41, -15806070, -47931556, 8, 1.22, 0.33, SSE, 23.0, 35.3, 2.50, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:56:12, -15806103, -47931624, 8, 1.09, 0.20, SSE, 23.0, 35.2, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:56:43, -15806067, -47931612, 8, 1.21, 0.04, SSE, 23.0, 35.2, 2.51, 0.33, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:57:14, -15805969, -47931531, 8, 1.21, 0.09, SSE, 23.0, 35.2, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:57:44, -15805910, -47931481, 8, 1.02, 0.09, SSE, 23.0, 35.1, 2.51, 0.32, 10.92, -0.08, -0.02, -0.02
20/07/2026 16:58:15, -15805892, -47931441, 8, 1.02, 0.09, SSE, 23.0, 35.2, 2.51, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:58:46, -15805880, -47931420, 8, 1.02, 0.15, SSE, 23.0, 35.1, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 16:59:16, -15805886, -47931398, 8, 1.20, 0.09, SSE, 23.0, 35.1, 2.52, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 16:59:47, -15805854, -47931406, 8, 1.10, 0.13, SSE, 23.1, 35.1, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:00:18, -15805844, -47931408, 8, 1.19, 0.00, SSE, 23.1, 35.1, 2.52, 0.32, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:00:48, -15805847, -47931404, 8, 1.19, 0.02, SSE, 23.1, 35.0, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:01:19, -15805864, -47931404, 8, 1.19, 0.13, SSE, 23.1, 35.0, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:01:50, -15805836, -47931383, 7, 1.20, 0.19, SSE, 23.1, 35.0, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:02:21, -15805842, -47931382, 9, 1.02, 0.11, SSE, 23.1, 35.0, 2.51, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:02:51, -15805870, -47931389, 8, 1.09, 0.20, SSE, 23.1, 35.0, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:03:22, -15805857, -47931373, 8, 1.18, 0.19, SSE, 23.1, 35.0, 2.51, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:03:53, -15805809, -47931337, 8, 1.18, 0.06, SSE, 22.7, 34.9, 2.52, 0.32, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:04:23, -15805819, -47931327, 8, 1.17, 0.06, SSE, 22.7, 34.9, 2.51, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:04:54, -15805824, -47931334, 8, 1.17, 0.00, SSE, 22.8, 34.9, 2.50, 0.32, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:05:25, -15805804, -47931350, 8, 1.17, 0.04, SSE, 22.8, 34.8, 2.51, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:05:56, -15805788, -47931357, 8, 1.01, 0.04, SSE, 22.9, 34.8, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:06:26, -15805774, -47931356, 8, 1.16, 0.04, SSE, 22.9, 34.8, 2.50, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:06:57, -15805784, -47931335, 8, 1.08, 0.06, SSE, 22.9, 34.8, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:07:28, -15805805, -47931322, 8, 0.99, 0.15, SSE, 22.9, 34.7, 2.51, 0.31, 10.91, -0.09, -0.02, -0.02
20/07/2026 17:07:58, -15805805, -47931339, 7, 1.02, 0.11, SSE, 22.9, 34.7, 2.50, 0.31, 10.92, -0.08, -0.02, -0.02
20/07/2026 17:08:29, -15805803, -47931355, 8, 1.08, 0.02, SSE, 22.9, 34.7, 2.50, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:09:00, -15805812, -47931364, 8, 0.99, 0.02, SSE, 22.9, 34.7, 2.50, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:09:31, -15805833, -47931374, 8, 1.01, 0.13, SSE, 22.9, 34.6, 2.50, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:10:01, -15805837, -47931402, 8, 1.07, 0.04, SSE, 23.0, 34.6, 2.52, 0.32, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:10:32, -15805848, -47931405, 8, 1.14, 0.04, SSE, 23.0, 34.6, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:11:03, -15805841, -47931400, 8, 1.14, 0.04, SSE, 23.0, 34.5, 2.51, 0.32, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:11:33, -15805819, -47931368, 9, 1.01, 0.02, SSE, 23.0, 34.6, 2.51, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:12:04, -15805810, -47931362, 9, 1.13, 0.02, SSE, 23.0, 34.5, 2.50, 0.31, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:12:35, -15805808, -47931341, 9, 1.00, 0.09, SSE, 23.0, 34.6, 2.51, 0.32, 10.91, -0.08, -0.02, -0.02
20/07/2026 17:13:06, -15805803, -47931352, 9, 0.89, 0.02, SSE, 23.1, 34.5, 2.51, 0.32, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:13:36, -15805825, -47931347, 9, 0.89, 0.26, SSE, 23.1, 34.4, 2.50, 0.31, 10.89, -0.08, -0.02, -0.02
20/07/2026 17:14:07, -15805818, -47931357, 8, 0.98, 0.04, SSE, 23.1, 34.4, 2.50, 0.31, 10.90, -0.08, -0.02, -0.02
20/07/2026 17:14:38, -15805848, -47931355, 10, 1.07, 0.17, SSE, 23.2, 34.4, 2.51, 0.31, 10.90, -0.08, -0.02, -0.02
