20/07/2026 14:57:23, -15826278, -47987493, 15:7b:bb:24:14:b9, , -97, 
20/07/2026 14:57:23, -15826278, -47987493, 4c:57:39:b6:d0:ff, , -99, 
20/07/2026 14:57:23, -15826278, -47987493, 52:e0:39:fa:3d:4a, , -92, 
20/07/2026 14:57:24, -15826279, -47987490, 00:7c:2d:a4:ac:e4, , -100, 
20/07/2026 14:57:27, -15826285, -47987487, eb:b8:37:84:a6:c1, , -95, 
20/07/2026 14:57:37, -15826294, -47987484, e4:9f:dd:58:b7:e3, , -96, 
20/07/2026 15:13:58, -15805913, -47931347, 40:ca:63:ae:7b:3d, Room A/C, -90, 
20/07/2026 15:13:58, -15805913, -47931347, 7a:79:02:aa:8f:26, , -92, 12
20/07/2026 15:13:58, -15805913, -47931347, 00:c3:f4:ca:f1:18, , -82, 
20/07/2026 15:13:58, -15805913, -47931347, 21:9a:bc:91:d8:07, , -89, 
20/07/2026 15:13:58, -15805913, -47931347, 38:68:a4:8d:49:96, , -98, 
20/07/2026 15:13:58, -15805913, -47931347, 5f:fc:34:2b:80:1e, , -95, 12
20/07/2026 15:13:58, -15805913, -47931347, e8:22:81:37:7e:83, net, -93, 
20/07/2026 15:13:58, -15805913, -47931347, 55:e0:00:9a:9c:cd, , -97, -4
20/07/2026 15:14:03, -15805916, -47931351, b0:5c:da:6c:0d:f5, , -95, 
20/07/2026 15:14:03, -15805916, -47931351, c8:59:85:ec:e8:ec, , -94, 
20/07/2026 15:14:03, -15805916, -47931351, fc:8f:90:22:96:75, , -98, 
20/07/2026 15:14:11, -15805913, -47931366, 70:5e:dc:f2:d0:88, , -100, 
20/07/2026 15:14:17, -15805910, -47931374, c1:9a:da:71:45:36, , -97, 
20/07/2026 15:14:18, -15805909, -47931375, d8:0e:ce:f2:0c:05, , -97, 
20/07/2026 15:14:18, -15805909, -47931375, 38:68:a4:fb:a2:f4, , -96, 
20/07/2026 15:14:21, -15805907, -47931378, 7c:62:d3:58:7b:64, , -95, 7
20/07/2026 15:14:23, -15805907, -47931381, 42:3a:4a:a1:58:da, , -96, 0
20/07/2026 15:14:24, -15805907, -47931382, 24:bf:b0:7f:ad:23, , -97, 
20/07/2026 15:14:28, -15805910, -47931389, e0:5a:1b:af:c3:16, , -102, 
20/07/2026 15:15:00, -15805859, -47931394, a0:d7:f3:8e:f0:85, , -98, 
20/07/2026 15:15:15, -15805836, -47931412, 1c:af:4a:f2:87:0b, , -98, 
20/07/2026 15:15:22, -15805830, -47931423, 68:66:a8:ee:b4:1f, , -97, 12
20/07/2026 15:16:07, -15805881, -47931432, fc:3c:dd:de:b4:76, , -100, 
20/07/2026 15:17:03, -15805949, -47931422, 16:fa:62:b1:05:17, , -92, 
20/07/2026 15:17:06, -15805948, -47931421, b0:e4:5c:4c:f3:4f, , -100, 
20/07/2026 15:17:07, -15805948, -47931420, 4e:04:db:d0:1f:83, , -94, 
20/07/2026 15:17:22, -15805961, -47931408, c0:63:80:07:a3:ae, , -98, 
20/07/2026 15:17:33, -15805974, -47931400, 4c:ca:18:f2:10:82, , -95, 12
20/07/2026 15:18:06, -15806006, -47931383, 3a:ab:a1:70:98:8e, , -99, 
