---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
19/07/2026 18:28:25, -15826394, -47987172, 77:9c:1e:8d:35:ca, , -97, 12
19/07/2026 18:28:26, -15826393, -47987170, 28:87:75:25:22:5f, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -75, 
---, 0, 0, 0b:d8:41:44:c3:74, , -95, 
---, 0, 0, 57:48:f8:45:47:fd, , -87, 12
---, 0, 0, 00:2b:9d:d8:fd:30, , -94, 
---, 0, 0, 33:93:b4:64:65:5f, , -91, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -89, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
19/07/2026 18:28:31, -15826388, -47987170, 05:39:89:f0:04:7a, , -91, 
19/07/2026 18:28:31, -15826388, -47987170, cd:bf:2e:a8:90:4b, , -96, 
19/07/2026 18:28:31, -15826388, -47987170, 4d:1c:5d:7f:0b:60, , -87, 11
19/07/2026 18:28:31, -15826388, -47987170, ec:54:f0:0f:7e:6d, , -86, 
19/07/2026 18:28:32, -15826387, -47987172, c0:0d:7a:9f:f8:14, , -90, 
19/07/2026 18:28:32, -15826387, -47987172, 24:88:ce:5d:cf:cb, , -101, 
19/07/2026 18:28:32, -15826387, -47987172, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:28:40, -15826384, -47987165, f5:a9:f4:cf:84:ef, , -96, 
19/07/2026 18:28:44, -15826383, -47987167, 66:71:c4:36:97:9f, , -98, 12
---, 0, 0, 57:48:f8:45:47:fd, , -86, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, 05:39:89:f0:04:7a, , -84, 
---, 0, 0, 33:93:b4:64:65:5f, , -84, 
---, 0, 0, 00:2b:9d:d8:fd:30, , -84, 
---, 0, 0, 0b:d8:41:44:c3:74, , -81, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -85, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -93, 11
19/07/2026 18:29:04, -15826376, -47987168, cd:bf:2e:a8:90:4b, , -84, 
19/07/2026 18:29:04, -15826376, -47987168, ec:54:f0:0f:7e:6d, , -91, 
19/07/2026 18:29:04, -15826376, -47987168, c0:0d:7a:9f:f8:14, , -91, 
19/07/2026 18:29:05, -15826375, -47987168, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:29:06, -15826375, -47987168, f5:a9:f4:cf:84:ef, , -94, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -89, 11
---, 0, 0, 33:93:b4:64:65:5f, , -85, 
---, 0, 0, 00:2b:9d:d8:fd:30, , -85, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 0b:d8:41:44:c3:74, , -89, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
---, 0, 0, 05:39:89:f0:04:7a, , -91, 
---, 0, 0, cd:bf:2e:a8:90:4b, , -91, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -80, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -92, 11
---, 0, 0, ec:54:f0:0f:7e:6d, , -89, 
19/07/2026 18:29:36, -15826381, -47987195, f5:a9:f4:cf:84:ef, , -94, 
19/07/2026 18:29:37, -15826382, -47987194, 14:81:cc:3f:dd:dd, , -93, 
19/07/2026 18:29:38, -15826382, -47987194, 57:48:f8:45:47:fd, , -95, 12
19/07/2026 18:29:38, -15826382, -47987194, c0:0d:7a:9f:f8:14, , -94, 
19/07/2026 18:29:54, -15826376, -47987187, 77:9c:1e:8d:35:ca, , -99, 12
19/07/2026 18:30:00, -15826374, -47987182, ce:85:d6:41:a8:18, , -90, 
19/07/2026 18:30:00, -15826374, -47987182, c8:12:c0:03:f4:5d, , -96, 
---, 0, 0, 33:93:b4:64:65:5f, , -86, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
---, 0, 0, 05:39:89:f0:04:7a, , -91, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -94, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -88, 11
19/07/2026 18:30:09, -15826378, -47987176, ce:85:d6:41:a8:18, , -89, 
19/07/2026 18:30:09, -15826378, -47987176, 00:2b:9d:d8:fd:30, , -86, 
19/07/2026 18:30:10, -15826378, -47987176, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:30:11, -15826378, -47987176, c8:12:c0:03:f4:5d, , -95, 
19/07/2026 18:30:11, -15826378, -47987176, dd:c0:c0:07:35:9d, , -93, 
19/07/2026 18:30:14, -15826376, -47987178, 60:5e:6a:b6:02:2f, , -94, 
19/07/2026 18:30:25, -15826379, -47987178, 3a:d3:81:11:e6:9d, , -91, 
19/07/2026 18:30:27, -15826379, -47987175, 19:e9:f7:fa:4c:a3, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -75, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -97, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, 3a:d3:81:11:e6:9d, , -83, 
---, 0, 0, 19:e9:f7:fa:4c:a3, , -83, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -89, 11
19/07/2026 18:30:41, -15826374, -47987170, ce:85:d6:41:a8:18, , -91, 
19/07/2026 18:30:41, -15826374, -47987170, c8:12:c0:03:f4:5d, , -98, 
19/07/2026 18:30:41, -15826374, -47987170, dd:c0:c0:07:35:9d, , -93, 
19/07/2026 18:30:41, -15826374, -47987170, 1e:3d:e4:e5:84:32, , -98, 
19/07/2026 18:30:41, -15826374, -47987170, 4d:1c:5d:7f:0b:60, , -90, 11
19/07/2026 18:30:42, -15826372, -47987170, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 18:30:43, -15826371, -47987170, 24:88:ce:5d:cf:cb, , -100, 
19/07/2026 18:30:49, -15826368, -47987167, f5:a9:f4:cf:84:ef, , -101, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -88, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -76, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -86, 11
---, 0, 0, 4d:1c:5d:7f:0b:60, , -98, 11
---, 0, 0, ce:85:d6:41:a8:18, , -93, 
19/07/2026 18:31:14, -15826385, -47987184, dd:c0:c0:07:35:9d, , -87, 
19/07/2026 18:31:14, -15826385, -47987184, 3a:d3:81:11:e6:9d, , -84, 
19/07/2026 18:31:14, -15826385, -47987184, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:31:14, -15826385, -47987184, 19:e9:f7:fa:4c:a3, , -85, 
19/07/2026 18:31:23, -15826378, -47987185, c8:12:c0:03:f4:5d, , -101, 
19/07/2026 18:31:31, -15826378, -47987189, 77:9c:1e:8d:35:ca, , -96, 12
19/07/2026 18:31:32, -15826378, -47987188, c0:77:6d:1c:47:c5, , -102, 
19/07/2026 18:31:41, -15826375, -47987185, e3:90:05:5b:22:c9, , -92, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -87, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 19:e9:f7:fa:4c:a3, , -86, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -89, 11
---, 0, 0, ce:85:d6:41:a8:18, , -88, 
---, 0, 0, dd:c0:c0:07:35:9d, , -92, 
19/07/2026 18:31:46, -15826377, -47987193, 65:1e:fa:38:9e:fa, , -88, 11
19/07/2026 18:31:46, -15826377, -47987193, 3a:d3:81:11:e6:9d, , -86, 
19/07/2026 18:31:46, -15826377, -47987193, 77:9c:1e:8d:35:ca, , -100, 12
19/07/2026 18:31:47, -15826380, -47987194, c0:77:6d:1c:47:c5, , -101, 
19/07/2026 18:31:50, -15826378, -47987187, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 18:31:52, -15826380, -47987190, e3:90:05:5b:22:c9, , -95, 
19/07/2026 18:31:56, -15826389, -47987198, c8:12:c0:03:f4:5d, , -98, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -77, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -89, 11
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
---, 0, 0, dd:c0:c0:07:35:9d, , -86, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
19/07/2026 18:32:19, -15826395, -47987188, 4d:1c:5d:7f:0b:60, , -86, 11
19/07/2026 18:32:19, -15826395, -47987188, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:32:19, -15826395, -47987188, 3a:d3:81:11:e6:9d, , -86, 
19/07/2026 18:32:19, -15826395, -47987188, 19:e9:f7:fa:4c:a3, , -85, 
19/07/2026 18:32:20, -15826396, -47987188, ce:85:d6:41:a8:18, , -89, 
19/07/2026 18:32:20, -15826396, -47987188, c8:12:c0:03:f4:5d, , -103, 
19/07/2026 18:32:20, -15826396, -47987188, 77:9c:1e:8d:35:ca, , -101, 12
19/07/2026 18:32:22, -15826394, -47987187, e3:90:05:5b:22:c9, , -96, 
19/07/2026 18:32:36, -15826393, -47987170, c0:77:6d:1c:47:c5, , -98, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -92, 11
---, 0, 0, 3a:d3:81:11:e6:9d, , -85, 
---, 0, 0, 19:e9:f7:fa:4c:a3, , -85, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -87, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:32:51, -15826392, -47987180, ce:85:d6:41:a8:18, , -84, 
19/07/2026 18:32:51, -15826392, -47987180, dd:c0:c0:07:35:9d, , -90, 
19/07/2026 18:32:54, -15826395, -47987181, c0:77:6d:1c:47:c5, , -103, 
19/07/2026 18:32:55, -15826395, -47987180, 77:9c:1e:8d:35:ca, , -98, 12
19/07/2026 18:33:00, -15826393, -47987175, c8:12:c0:03:f4:5d, , -99, 
19/07/2026 18:33:16, -15826391, -47987178, e3:90:05:5b:22:c9, , -92, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -86, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -84, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 3a:d3:81:11:e6:9d, , -85, 
---, 0, 0, 19:e9:f7:fa:4c:a3, , -85, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
19/07/2026 18:33:24, -15826393, -47987171, 65:1e:fa:38:9e:fa, , -89, 11
19/07/2026 18:33:24, -15826393, -47987171, ce:85:d6:41:a8:18, , -86, 
19/07/2026 18:33:24, -15826393, -47987171, c8:12:c0:03:f4:5d, , -93, 
19/07/2026 18:33:24, -15826393, -47987171, dd:c0:c0:07:35:9d, , -88, 
19/07/2026 18:33:25, -15826389, -47987172, 24:88:ce:5d:cf:cb, , -100, 
19/07/2026 18:33:35, -15826376, -47987182, e3:90:05:5b:22:c9, , -93, 
19/07/2026 18:33:35, -15826376, -47987182, 70:7f:e8:56:42:72, , -93, 
19/07/2026 18:33:48, -15826391, -47987181, c0:77:6d:1c:47:c5, , -100, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -89, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -83, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -90, 11
---, 0, 0, 24:88:ce:5d:cf:cb, , -98, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, c8:12:c0:03:f4:5d, , -98, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
19/07/2026 18:33:56, -15826401, -47987208, e3:90:05:5b:22:c9, , -97, 
19/07/2026 18:33:56, -15826401, -47987208, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:33:56, -15826401, -47987208, 3a:d3:81:11:e6:9d, , -85, 
19/07/2026 18:33:56, -15826401, -47987208, 19:e9:f7:fa:4c:a3, , -86, 
19/07/2026 18:34:00, -15826394, -47987207, ce:85:d6:41:a8:18, , -90, 
19/07/2026 18:34:00, -15826394, -47987207, dd:c0:c0:07:35:9d, , -91, 
---, 0, 0, 24:88:ce:5d:cf:cb, , -100, 
---, 0, 0, ce:85:d6:41:a8:18, , -83, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
19/07/2026 18:35:18, -15826381, -47987159, 4d:1c:5d:7f:0b:60, , -85, 11
19/07/2026 18:35:18, -15826381, -47987159, c8:12:c0:03:f4:5d, , -93, 
19/07/2026 18:35:18, -15826381, -47987159, 3a:d3:81:11:e6:9d, , -85, 
19/07/2026 18:35:18, -15826381, -47987159, 19:e9:f7:fa:4c:a3, , -86, 
19/07/2026 18:35:18, -15826381, -47987159, 65:1e:fa:38:9e:fa, , -93, 11
19/07/2026 18:35:19, -15826385, -47987161, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:35:20, -15826388, -47987165, dd:c0:c0:07:35:9d, , -88, 
19/07/2026 18:35:27, -15826414, -47987175, 75:1e:5b:34:6d:78, , -94, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -78, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -88, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 3b:5c:41:0c:0a:60, , -91, 
---, 0, 0, 1a:7f:b6:6e:4c:d5, , -91, 
---, 0, 0, c8:12:c0:03:f4:5d, , -94, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -93, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -88, 
19/07/2026 18:35:51, -15826377, -47987178, dd:c0:c0:07:35:9d, , -100, 
19/07/2026 18:35:51, -15826377, -47987178, ce:85:d6:41:a8:18, , -88, 
19/07/2026 18:36:01, -15826380, -47987185, 65:1e:fa:38:9e:fa, , -95, 11
19/07/2026 18:36:07, -15826396, -47987234, e3:90:05:5b:22:c9, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, 3b:5c:41:0c:0a:60, , -88, 
---, 0, 0, 1a:7f:b6:6e:4c:d5, , -87, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -88, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -90, 11
---, 0, 0, c8:12:c0:03:f4:5d, , -94, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -91, 11
19/07/2026 18:36:24, -15826412, -47987319, dd:c0:c0:07:35:9d, , -92, 
19/07/2026 18:36:24, -15826412, -47987319, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:36:29, -15826424, -47987326, ce:85:d6:41:a8:18, , -94, 
19/07/2026 18:36:31, -15826432, -47987327, 24:88:ce:5d:cf:cb, , -102, 
19/07/2026 18:36:36, -15826442, -47987305, e3:90:05:5b:22:c9, , -99, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -85, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -86, 11
---, 0, 0, dd:c0:c0:07:35:9d, , -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -85, 11
---, 0, 0, ce:85:d6:41:a8:18, , -82, 
19/07/2026 18:36:56, -15826452, -47987268, 3b:5c:41:0c:0a:60, , -101, 
19/07/2026 18:36:56, -15826452, -47987268, cb:28:15:79:72:90, Amazfit GTR 2, -96, 
19/07/2026 18:36:56, -15826452, -47987268, c8:12:c0:03:f4:5d, , -98, 
19/07/2026 18:36:57, -15826449, -47987265, 24:88:ce:5d:cf:cb, , -97, 
19/07/2026 18:37:05, -15826442, -47987298, 1a:7f:b6:6e:4c:d5, , -100, 
19/07/2026 18:37:16, -15826442, -47987356, 77:9c:1e:8d:35:ca, , -101, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -83, 
---, 0, 0, 14:81:cc:3f:dd:dd, , -90, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -92, 11
---, 0, 0, 65:1e:fa:38:9e:fa, , -90, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
19/07/2026 18:37:28, -15826409, -47987270, dd:c0:c0:07:35:9d, , -94, 
19/07/2026 18:37:29, -15826407, -47987264, ce:85:d6:41:a8:18, , -87, 
19/07/2026 18:37:31, -15826403, -47987252, c8:12:c0:03:f4:5d, , -97, 
19/07/2026 18:37:31, -15826403, -47987252, c0:77:6d:1c:47:c5, , -104, 
19/07/2026 18:37:33, -15826402, -47987247, e3:90:05:5b:22:c9, , -97, 
19/07/2026 18:37:34, -15826401, -47987245, 09:f3:a6:89:29:41, , -89, 
19/07/2026 18:37:41, -15826396, -47987227, 1a:a9:19:9b:74:27, , -98, 
19/07/2026 18:37:41, -15826396, -47987227, 29:df:c9:b3:51:12, , -95, 
---, 0, 0, 09:f3:a6:89:29:41, , -89, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -98, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -86, 
19/07/2026 18:38:01, -15826386, -47987204, c8:12:c0:03:f4:5d, , -93, 
19/07/2026 18:38:01, -15826386, -47987204, e3:90:05:5b:22:c9, , -94, 
19/07/2026 18:38:01, -15826386, -47987204, 4d:1c:5d:7f:0b:60, , -82, 11
19/07/2026 18:38:01, -15826386, -47987204, dd:c0:c0:07:35:9d, , -87, 
19/07/2026 18:38:03, -15826384, -47987204, ce:85:d6:41:a8:18, , -92, 
19/07/2026 18:38:18, -15826377, -47987167, 29:df:c9:b3:51:12, , -95, 
19/07/2026 18:38:19, -15826377, -47987167, 24:88:ce:5d:cf:cb, , -102, 
19/07/2026 18:38:29, -15826385, -47987185, 1a:a9:19:9b:74:27, , -96, 
---, 0, 0, 09:f3:a6:89:29:41, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -93, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, c8:12:c0:03:f4:5d, , -92, 
19/07/2026 18:38:34, -15826396, -47987179, cb:28:15:79:72:90, Amazfit GTR 2, -96, 
19/07/2026 18:38:34, -15826396, -47987179, dd:c0:c0:07:35:9d, , -90, 
19/07/2026 18:38:34, -15826396, -47987179, ce:85:d6:41:a8:18, , -91, 
19/07/2026 18:38:36, -15826401, -47987178, 65:1e:fa:38:9e:fa, , -90, 11
19/07/2026 18:38:43, -15826413, -47987193, e3:90:05:5b:22:c9, , -94, 
19/07/2026 18:38:56, -15826405, -47987169, 1a:a9:19:9b:74:27, , -103, 
19/07/2026 18:38:57, -15826405, -47987165, 29:df:c9:b3:51:12, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -77, 
---, 0, 0, 09:f3:a6:89:29:41, , -95, 
---, 0, 0, e3:90:05:5b:22:c9, , -98, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -92, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -83, 
---, 0, 0, dd:c0:c0:07:35:9d, , -99, 
---, 0, 0, 65:1e:fa:38:9e:fa, , -97, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
---, 0, 0, ce:85:d6:41:a8:18, , -90, 
19/07/2026 18:39:07, -15826394, -47987164, c8:12:c0:03:f4:5d, , -93, 
19/07/2026 18:39:11, -15826393, -47987163, 2f:55:8a:c1:99:1a, , -99, 
19/07/2026 18:39:19, -15826383, -47987166, 51:94:0c:b5:95:62, , -97, 12
---, 0, 0, 09:f3:a6:89:29:41, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 6b:c8:69:77:98:83, , -93, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, ce:85:d6:41:a8:18, , -83, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, dd:c0:c0:07:35:9d, , -89, 
19/07/2026 18:39:39, -15826384, -47987192, 57:48:f8:45:47:fd, , -91, 12
19/07/2026 18:39:39, -15826384, -47987192, 4d:1c:5d:7f:0b:60, , -86, 11
19/07/2026 18:39:41, -15826384, -47987183, c8:12:c0:03:f4:5d, , -93, 
19/07/2026 18:39:48, -15826388, -47987183, 51:94:0c:b5:95:62, , -101, 12
19/07/2026 18:39:58, -15826389, -47987191, 78:2c:d8:d9:88:a6, , -93, 12
19/07/2026 18:39:58, -15826389, -47987191, ca:9a:16:e7:97:8d, , -91, 
19/07/2026 18:39:59, -15826390, -47987192, e3:90:05:5b:22:c9, , -96, 
---, 0, 0, ce:85:d6:41:a8:18, , -87, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -82, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -84, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -79, 
---, 0, 0, 09:f3:a6:89:29:41, , -97, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -86, 
---, 0, 0, 6b:c8:69:77:98:83, , -99, 11
19/07/2026 18:40:11, -15826388, -47987201, 4d:1c:5d:7f:0b:60, , -86, 11
19/07/2026 18:40:11, -15826388, -47987201, 57:48:f8:45:47:fd, , -88, 12
19/07/2026 18:40:12, -15826387, -47987205, dd:c0:c0:07:35:9d, , -99, 
19/07/2026 18:40:14, -15826389, -47987203, c8:12:c0:03:f4:5d, , -89, 
19/07/2026 18:40:15, -15826390, -47987199, ca:9a:16:e7:97:8d, , -93, 
19/07/2026 18:40:21, -15826391, -47987196, 51:94:0c:b5:95:62, , -103, 12
19/07/2026 18:40:22, -15826392, -47987196, 2f:55:8a:c1:99:1a, , -97, 
19/07/2026 18:40:33, -15826394, -47987143, e3:90:05:5b:22:c9, , -93, 
19/07/2026 18:40:34, -15826394, -47987134, 5e:6d:bd:d9:b4:b8, , -98, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -77, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -81, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 4d:1c:5d:7f:0b:60, , -82, 11
---, 0, 0, ca:9a:16:e7:97:8d, , -77, 
---, 0, 0, 57:48:f8:45:47:fd, , -92, 12
19/07/2026 18:40:44, -15826394, -47987126, 6b:c8:69:77:98:83, , -94, 11
19/07/2026 18:40:44, -15826394, -47987126, 09:f3:a6:89:29:41, , -95, 
19/07/2026 18:40:44, -15826394, -47987126, ce:85:d6:41:a8:18, , -79, 
19/07/2026 18:40:44, -15826394, -47987126, c8:12:c0:03:f4:5d, , -92, 
19/07/2026 18:40:45, -15826394, -47987127, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
19/07/2026 18:40:52, -15826393, -47987145, dd:c0:c0:07:35:9d, , -93, 
19/07/2026 18:40:53, -15826392, -47987145, e3:90:05:5b:22:c9, , -94, 
19/07/2026 18:41:05, -15826394, -47987134, 2f:55:8a:c1:99:1a, , -101, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 09:f3:a6:89:29:41, , -93, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -87, 12
---, 0, 0, e3:90:05:5b:22:c9, , -94, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
19/07/2026 18:41:16, -15826392, -47987130, 6b:c8:69:77:98:83, , -92, 11
19/07/2026 18:41:16, -15826392, -47987130, ca:9a:16:e7:97:8d, , -72, 
19/07/2026 18:41:17, -15826393, -47987134, 57:48:f8:45:47:fd, , -96, 12
19/07/2026 18:41:18, -15826393, -47987139, c8:12:c0:03:f4:5d, , -91, 
19/07/2026 18:41:18, -15826393, -47987139, dd:c0:c0:07:35:9d, , -89, 
19/07/2026 18:41:18, -15826393, -47987139, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:41:19, -15826394, -47987139, 4d:1c:5d:7f:0b:60, , -92, 11
19/07/2026 18:41:22, -15826396, -47987138, ce:85:d6:41:a8:18, , -91, 
19/07/2026 18:41:24, -15826397, -47987146, 2f:55:8a:c1:99:1a, , -100, 
19/07/2026 18:41:34, -15826394, -47987184, 51:94:0c:b5:95:62, , -108, 12
---, 0, 0, 4d:1c:5d:7f:0b:60, , -96, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -80, 12
---, 0, 0, 6b:c8:69:77:98:83, , -82, 11
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, c8:12:c0:03:f4:5d, , -94, 
19/07/2026 18:41:49, -15826382, -47987139, dd:c0:c0:07:35:9d, , -89, 
19/07/2026 18:41:49, -15826382, -47987139, ce:85:d6:41:a8:18, , -98, 
19/07/2026 18:41:49, -15826382, -47987139, 09:f3:a6:89:29:41, , -98, 
19/07/2026 18:41:49, -15826382, -47987139, 2f:55:8a:c1:99:1a, , -99, 
19/07/2026 18:41:49, -15826382, -47987139, e3:90:05:5b:22:c9, , -94, 
19/07/2026 18:41:51, -15826382, -47987137, ca:9a:16:e7:97:8d, , -80, 
19/07/2026 18:41:51, -15826382, -47987137, 57:48:f8:45:47:fd, , -92, 12
19/07/2026 18:41:59, -15826384, -47987139, 7c:c5:bb:6b:ee:f7, , -93, 11
19/07/2026 18:42:16, -15826394, -47987140, fc:67:1f:69:07:9f, TY, -90, 
---, 0, 0, 57:48:f8:45:47:fd, , -92, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -82, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -93, 11
---, 0, 0, 78:2c:d8:d9:88:a6, , -87, 12
---, 0, 0, 09:f3:a6:89:29:41, , -99, 
---, 0, 0, fc:67:1f:69:07:9f, TY, -94, 
19/07/2026 18:42:21, -15826394, -47987122, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
